DeliveryDate,Subtype,Counts
11/04/2023,MARTIAL RANGED WEAPON,10
11/05/2019,MARTIAL RANGED WEAPON,5
11/05/2020,MARTIAL RANGED WEAPON,7
11/05/2021,MARTIAL RANGED WEAPON,5
11/05/2022,MARTIAL RANGED WEAPON,6
11/05/2023,MARTIAL RANGED WEAPON,13
11/06/2019,MARTIAL RANGED WEAPON,13
11/06/2020,MARTIAL RANGED WEAPON,9
11/06/2021,MARTIAL RANGED WEAPON,2
11/06/2022,MARTIAL RANGED WEAPON,8
11/06/2023,MARTIAL RANGED WEAPON,3
11/07/2019,MARTIAL RANGED WEAPON,9
11/07/2020,MARTIAL RANGED WEAPON,8
11/07/2021,MARTIAL RANGED WEAPON,3
11/07/2022,MARTIAL RANGED WEAPON,13
11/07/2023,MARTIAL RANGED WEAPON,2
11/08/2019,MARTIAL RANGED WEAPON,8
11/08/2020,MARTIAL RANGED WEAPON,12
11/08/2021,MARTIAL RANGED WEAPON,2
11/08/2022,MARTIAL RANGED WEAPON,6
11/08/2023,MARTIAL RANGED WEAPON,3
11/09/2019,MARTIAL RANGED WEAPON,8
11/09/2020,MARTIAL RANGED WEAPON,8
11/09/2021,MARTIAL RANGED WEAPON,1
11/09/2022,MARTIAL RANGED WEAPON,13
11/09/2023,MARTIAL RANGED WEAPON,8
11/10/2019,MARTIAL RANGED WEAPON,3
11/10/2020,MARTIAL RANGED WEAPON,13
11/10/2021,MARTIAL RANGED WEAPON,2
11/10/2022,MARTIAL RANGED WEAPON,5
11/10/2023,MARTIAL RANGED WEAPON,9
11/11/2019,MARTIAL RANGED WEAPON,13
11/11/2020,MARTIAL RANGED WEAPON,4
11/11/2021,MARTIAL RANGED WEAPON,66
11/11/2022,MARTIAL RANGED WEAPON,10
11/11/2023,MARTIAL RANGED WEAPON,7
11/12/2019,MARTIAL RANGED WEAPON,12
11/12/2020,MARTIAL RANGED WEAPON,11
11/12/2021,MARTIAL RANGED WEAPON,13
11/12/2022,MARTIAL RANGED WEAPON,5
11/12/2023,MARTIAL RANGED WEAPON,6
12/01/2019,MARTIAL RANGED WEAPON,7
12/01/2020,MARTIAL RANGED WEAPON,11
12/01/2021,MARTIAL RANGED WEAPON,8
12/01/2022,MARTIAL RANGED WEAPON,5
12/01/2023,MARTIAL RANGED WEAPON,5
12/01/2024,MARTIAL RANGED WEAPON,2
12/02/2019,MARTIAL RANGED WEAPON,6
12/02/2020,MARTIAL RANGED WEAPON,8
12/02/2021,MARTIAL RANGED WEAPON,3
12/02/2022,MARTIAL RANGED WEAPON,14
12/02/2023,MARTIAL RANGED WEAPON,3
12/03/2019,MARTIAL RANGED WEAPON,4
12/03/2020,MARTIAL RANGED WEAPON,6
12/03/2021,MARTIAL RANGED WEAPON,11
12/03/2022,MARTIAL RANGED WEAPON,11
12/03/2023,MARTIAL RANGED WEAPON,7
12/04/2019,MARTIAL RANGED WEAPON,11
12/04/2020,MARTIAL RANGED WEAPON,9
12/04/2021,MARTIAL RANGED WEAPON,9
12/04/2022,MARTIAL RANGED WEAPON,3
12/04/2023,MARTIAL RANGED WEAPON,4
12/05/2019,MARTIAL RANGED WEAPON,6
12/05/2020,MARTIAL RANGED WEAPON,3
12/05/2021,MARTIAL RANGED WEAPON,5
12/05/2022,MARTIAL RANGED WEAPON,7
12/05/2023,MARTIAL RANGED WEAPON,6
12/06/2019,MARTIAL RANGED WEAPON,6
12/06/2020,MARTIAL RANGED WEAPON,9
12/06/2021,MARTIAL RANGED WEAPON,4
12/06/2022,MARTIAL RANGED WEAPON,7
12/06/2023,MARTIAL RANGED WEAPON,6
12/07/2019,MARTIAL RANGED WEAPON,8
12/07/2020,MARTIAL RANGED WEAPON,16
12/07/2021,MARTIAL RANGED WEAPON,2
12/07/2022,MARTIAL RANGED WEAPON,7
12/07/2023,MARTIAL RANGED WEAPON,11
12/08/2019,MARTIAL RANGED WEAPON,13
12/08/2020,MARTIAL RANGED WEAPON,9
12/08/2021,MARTIAL RANGED WEAPON,3
12/08/2022,MARTIAL RANGED WEAPON,6
12/08/2023,MARTIAL RANGED WEAPON,8
12/09/2019,MARTIAL RANGED WEAPON,10
12/09/2020,MARTIAL RANGED WEAPON,1
12/09/2021,MARTIAL RANGED WEAPON,3
12/09/2022,MARTIAL RANGED WEAPON,11
12/09/2023,MARTIAL RANGED WEAPON,9
12/10/2019,MARTIAL RANGED WEAPON,8
12/10/2020,MARTIAL RANGED WEAPON,13
12/10/2021,MARTIAL RANGED WEAPON,2
12/10/2022,MARTIAL RANGED WEAPON,4
12/10/2023,MARTIAL RANGED WEAPON,5
12/11/2019,MARTIAL RANGED WEAPON,2
12/11/2020,MARTIAL RANGED WEAPON,8
12/11/2021,MARTIAL RANGED WEAPON,13
12/11/2022,MARTIAL RANGED WEAPON,18
12/11/2023,MARTIAL RANGED WEAPON,7
12/12/2019,MARTIAL RANGED WEAPON,8
12/12/2020,MARTIAL RANGED WEAPON,9
12/12/2021,MARTIAL RANGED WEAPON,14
12/12/2022,MARTIAL RANGED WEAPON,10
12/12/2023,MARTIAL RANGED WEAPON,5
13/01/2019,MARTIAL RANGED WEAPON,12
13/01/2020,MARTIAL RANGED WEAPON,9
13/01/2021,MARTIAL RANGED WEAPON,14
13/01/2022,MARTIAL RANGED WEAPON,12
13/01/2023,MARTIAL RANGED WEAPON,5
13/01/2024,MARTIAL RANGED WEAPON,2
13/02/2019,MARTIAL RANGED WEAPON,11
13/02/2020,MARTIAL RANGED WEAPON,10
13/02/2021,MARTIAL RANGED WEAPON,2
13/02/2022,MARTIAL RANGED WEAPON,9
13/02/2023,MARTIAL RANGED WEAPON,9
13/03/2019,MARTIAL RANGED WEAPON,5
13/03/2020,MARTIAL RANGED WEAPON,8
13/03/2021,MARTIAL RANGED WEAPON,10
13/03/2022,MARTIAL RANGED WEAPON,9
13/03/2023,MARTIAL RANGED WEAPON,7
13/04/2019,MARTIAL RANGED WEAPON,5
13/04/2020,MARTIAL RANGED WEAPON,5
13/04/2021,MARTIAL RANGED WEAPON,5
13/04/2022,MARTIAL RANGED WEAPON,11
13/04/2023,MARTIAL RANGED WEAPON,23
13/05/2019,MARTIAL RANGED WEAPON,3
13/05/2020,MARTIAL RANGED WEAPON,6
13/05/2021,MARTIAL RANGED WEAPON,5
13/05/2022,MARTIAL RANGED WEAPON,12
13/05/2023,MARTIAL RANGED WEAPON,6
13/06/2019,MARTIAL RANGED WEAPON,6
13/06/2020,MARTIAL RANGED WEAPON,5
13/06/2021,MARTIAL RANGED WEAPON,5
13/06/2022,MARTIAL RANGED WEAPON,13
13/06/2023,MARTIAL RANGED WEAPON,5
13/07/2019,MARTIAL RANGED WEAPON,4
13/07/2020,MARTIAL RANGED WEAPON,3
13/07/2021,MARTIAL RANGED WEAPON,2
13/07/2022,MARTIAL RANGED WEAPON,5
13/07/2023,MARTIAL RANGED WEAPON,7
13/08/2019,MARTIAL RANGED WEAPON,13
13/08/2020,MARTIAL RANGED WEAPON,13
13/08/2021,MARTIAL RANGED WEAPON,1
13/08/2022,MARTIAL RANGED WEAPON,7
13/08/2023,MARTIAL RANGED WEAPON,8
13/09/2019,MARTIAL RANGED WEAPON,3
13/09/2020,MARTIAL RANGED WEAPON,2
13/09/2021,MARTIAL RANGED WEAPON,1
13/09/2022,MARTIAL RANGED WEAPON,9
13/09/2023,MARTIAL RANGED WEAPON,9
13/10/2019,MARTIAL RANGED WEAPON,5
13/10/2020,MARTIAL RANGED WEAPON,12
13/10/2021,MARTIAL RANGED WEAPON,4
13/10/2022,MARTIAL RANGED WEAPON,13
13/10/2023,MARTIAL RANGED WEAPON,8
13/11/2019,MARTIAL RANGED WEAPON,8
13/11/2020,MARTIAL RANGED WEAPON,1
13/11/2021,MARTIAL RANGED WEAPON,11
13/11/2022,MARTIAL RANGED WEAPON,16
13/11/2023,MARTIAL RANGED WEAPON,7
13/12/2019,MARTIAL RANGED WEAPON,10
13/12/2020,MARTIAL RANGED WEAPON,10
13/12/2021,MARTIAL RANGED WEAPON,13
13/12/2022,MARTIAL RANGED WEAPON,19
13/12/2023,MARTIAL RANGED WEAPON,7
14/01/2019,MARTIAL RANGED WEAPON,10
14/01/2020,MARTIAL RANGED WEAPON,6
14/01/2021,MARTIAL RANGED WEAPON,7
14/01/2022,MARTIAL RANGED WEAPON,7
14/01/2023,MARTIAL RANGED WEAPON,12
14/02/2019,MARTIAL RANGED WEAPON,4
14/02/2020,MARTIAL RANGED WEAPON,10
14/02/2021,MARTIAL RANGED WEAPON,7
14/02/2022,MARTIAL RANGED WEAPON,13
14/02/2023,MARTIAL RANGED WEAPON,11
14/03/2019,MARTIAL RANGED WEAPON,5
14/03/2020,MARTIAL RANGED WEAPON,9
14/03/2021,MARTIAL RANGED WEAPON,9
14/03/2022,MARTIAL RANGED WEAPON,5
14/03/2023,MARTIAL RANGED WEAPON,6
14/04/2019,MARTIAL RANGED WEAPON,3
14/04/2020,MARTIAL RANGED WEAPON,6
14/04/2021,MARTIAL RANGED WEAPON,3
14/04/2022,MARTIAL RANGED WEAPON,7
14/04/2023,MARTIAL RANGED WEAPON,4
14/05/2019,MARTIAL RANGED WEAPON,8
14/05/2020,MARTIAL RANGED WEAPON,9
14/05/2021,MARTIAL RANGED WEAPON,2
14/05/2022,MARTIAL RANGED WEAPON,10
14/05/2023,MARTIAL RANGED WEAPON,6
14/06/2019,MARTIAL RANGED WEAPON,4
14/06/2020,MARTIAL RANGED WEAPON,8
14/06/2021,MARTIAL RANGED WEAPON,5
14/06/2022,MARTIAL RANGED WEAPON,10
14/06/2023,MARTIAL RANGED WEAPON,9
14/07/2019,MARTIAL RANGED WEAPON,6
14/07/2020,MARTIAL RANGED WEAPON,12
14/07/2021,MARTIAL RANGED WEAPON,5
14/07/2022,MARTIAL RANGED WEAPON,12
14/07/2023,MARTIAL RANGED WEAPON,10
14/08/2019,MARTIAL RANGED WEAPON,7
14/08/2020,MARTIAL RANGED WEAPON,14
14/08/2021,MARTIAL RANGED WEAPON,2
14/08/2022,MARTIAL RANGED WEAPON,5
14/08/2023,MARTIAL RANGED WEAPON,10
14/09/2019,MARTIAL RANGED WEAPON,13
14/09/2020,MARTIAL RANGED WEAPON,5
14/09/2021,MARTIAL RANGED WEAPON,3
14/09/2022,MARTIAL RANGED WEAPON,11
14/09/2023,MARTIAL RANGED WEAPON,10
14/10/2019,MARTIAL RANGED WEAPON,10
14/10/2020,MARTIAL RANGED WEAPON,7
14/10/2021,MARTIAL RANGED WEAPON,1
14/10/2022,MARTIAL RANGED WEAPON,6
14/10/2023,MARTIAL RANGED WEAPON,3
14/11/2019,MARTIAL RANGED WEAPON,7
14/11/2020,MARTIAL RANGED WEAPON,3
14/11/2021,MARTIAL RANGED WEAPON,3
14/11/2022,MARTIAL RANGED WEAPON,6
14/11/2023,MARTIAL RANGED WEAPON,9
14/12/2019,MARTIAL RANGED WEAPON,9
14/12/2020,MARTIAL RANGED WEAPON,7
14/12/2021,MARTIAL RANGED WEAPON,9
14/12/2022,MARTIAL RANGED WEAPON,5
14/12/2023,MARTIAL RANGED WEAPON,9
15/01/2019,MARTIAL RANGED WEAPON,7
15/01/2020,MARTIAL RANGED WEAPON,11
15/01/2021,MARTIAL RANGED WEAPON,8
15/01/2022,MARTIAL RANGED WEAPON,7
15/01/2023,MARTIAL RANGED WEAPON,8
15/02/2019,MARTIAL RANGED WEAPON,8
15/02/2020,MARTIAL RANGED WEAPON,10
15/02/2021,MARTIAL RANGED WEAPON,7
15/02/2022,MARTIAL RANGED WEAPON,6
15/02/2023,MARTIAL RANGED WEAPON,9
15/03/2019,MARTIAL RANGED WEAPON,3
15/03/2020,MARTIAL RANGED WEAPON,13
15/03/2021,MARTIAL RANGED WEAPON,9
15/03/2022,MARTIAL RANGED WEAPON,7
15/03/2023,MARTIAL RANGED WEAPON,6
15/04/2019,MARTIAL RANGED WEAPON,7
15/04/2020,MARTIAL RANGED WEAPON,6
15/04/2021,MARTIAL RANGED WEAPON,4
15/04/2022,MARTIAL RANGED WEAPON,10
15/04/2023,MARTIAL RANGED WEAPON,8
15/05/2019,MARTIAL RANGED WEAPON,3
15/05/2020,MARTIAL RANGED WEAPON,7
15/05/2021,MARTIAL RANGED WEAPON,5
15/05/2022,MARTIAL RANGED WEAPON,13
15/05/2023,MARTIAL RANGED WEAPON,9
15/06/2019,MARTIAL RANGED WEAPON,5
15/06/2020,MARTIAL RANGED WEAPON,7
15/06/2021,MARTIAL RANGED WEAPON,5
15/06/2022,MARTIAL RANGED WEAPON,10
15/06/2023,MARTIAL RANGED WEAPON,10
15/07/2019,MARTIAL RANGED WEAPON,10
15/07/2020,MARTIAL RANGED WEAPON,7
15/07/2021,MARTIAL RANGED WEAPON,4
15/07/2022,MARTIAL RANGED WEAPON,10
15/07/2023,MARTIAL RANGED WEAPON,7
15/08/2019,MARTIAL RANGED WEAPON,9
15/08/2020,MARTIAL RANGED WEAPON,5
15/08/2021,MARTIAL RANGED WEAPON,4
15/08/2022,MARTIAL RANGED WEAPON,14
15/08/2023,MARTIAL RANGED WEAPON,10
15/09/2019,MARTIAL RANGED WEAPON,7
15/09/2020,MARTIAL RANGED WEAPON,9
15/09/2021,MARTIAL RANGED WEAPON,2
15/09/2022,MARTIAL RANGED WEAPON,14
15/09/2023,MARTIAL RANGED WEAPON,8
15/10/2019,MARTIAL RANGED WEAPON,11
15/10/2020,MARTIAL RANGED WEAPON,9
15/10/2021,MARTIAL RANGED WEAPON,2
15/10/2022,MARTIAL RANGED WEAPON,12
15/10/2023,MARTIAL RANGED WEAPON,8
15/11/2019,MARTIAL RANGED WEAPON,14
15/11/2020,MARTIAL RANGED WEAPON,10
15/11/2021,MARTIAL RANGED WEAPON,4
15/11/2022,MARTIAL RANGED WEAPON,10
15/11/2023,MARTIAL RANGED WEAPON,5
15/12/2019,MARTIAL RANGED WEAPON,10
15/12/2020,MARTIAL RANGED WEAPON,5
15/12/2021,MARTIAL RANGED WEAPON,18
15/12/2022,MARTIAL RANGED WEAPON,14
15/12/2023,MARTIAL RANGED WEAPON,8
16/01/2019,MARTIAL RANGED WEAPON,7
16/01/2020,MARTIAL RANGED WEAPON,15
16/01/2021,MARTIAL RANGED WEAPON,10
16/01/2022,MARTIAL RANGED WEAPON,18
16/01/2023,MARTIAL RANGED WEAPON,9
16/02/2019,MARTIAL RANGED WEAPON,6
16/02/2020,MARTIAL RANGED WEAPON,6
16/02/2021,MARTIAL RANGED WEAPON,14
16/02/2022,MARTIAL RANGED WEAPON,6
16/02/2023,MARTIAL RANGED WEAPON,11
16/03/2019,MARTIAL RANGED WEAPON,11
16/03/2020,MARTIAL RANGED WEAPON,7
16/03/2021,MARTIAL RANGED WEAPON,5
16/03/2022,MARTIAL RANGED WEAPON,5
16/03/2023,MARTIAL RANGED WEAPON,7
16/04/2019,MARTIAL RANGED WEAPON,7
16/04/2020,MARTIAL RANGED WEAPON,11
16/04/2021,MARTIAL RANGED WEAPON,8
16/04/2022,MARTIAL RANGED WEAPON,13
16/04/2023,MARTIAL RANGED WEAPON,6
16/05/2019,MARTIAL RANGED WEAPON,9
16/05/2020,MARTIAL RANGED WEAPON,5
16/05/2021,MARTIAL RANGED WEAPON,4
16/05/2022,MARTIAL RANGED WEAPON,10
16/05/2023,MARTIAL RANGED WEAPON,7
16/06/2019,MARTIAL RANGED WEAPON,5
16/06/2020,MARTIAL RANGED WEAPON,5
16/06/2021,MARTIAL RANGED WEAPON,3
16/06/2022,MARTIAL RANGED WEAPON,11
16/06/2023,MARTIAL RANGED WEAPON,9
16/07/2019,MARTIAL RANGED WEAPON,8
16/07/2020,MARTIAL RANGED WEAPON,4
16/07/2021,MARTIAL RANGED WEAPON,1
16/07/2022,MARTIAL RANGED WEAPON,11
16/07/2023,MARTIAL RANGED WEAPON,17
16/08/2019,MARTIAL RANGED WEAPON,6
16/08/2020,MARTIAL RANGED WEAPON,5
16/08/2021,MARTIAL RANGED WEAPON,4
16/08/2022,MARTIAL RANGED WEAPON,13
16/08/2023,MARTIAL RANGED WEAPON,10
16/09/2019,MARTIAL RANGED WEAPON,8
16/09/2020,MARTIAL RANGED WEAPON,15
16/09/2021,MARTIAL RANGED WEAPON,1
16/09/2022,MARTIAL RANGED WEAPON,18
16/09/2023,MARTIAL RANGED WEAPON,9
16/10/2019,MARTIAL RANGED WEAPON,9
16/10/2020,MARTIAL RANGED WEAPON,3
16/10/2021,MARTIAL RANGED WEAPON,6
16/10/2022,MARTIAL RANGED WEAPON,5
16/10/2023,MARTIAL RANGED WEAPON,5
16/11/2019,MARTIAL RANGED WEAPON,12
16/11/2020,MARTIAL RANGED WEAPON,10
16/11/2021,MARTIAL RANGED WEAPON,5
16/11/2022,MARTIAL RANGED WEAPON,14
16/11/2023,MARTIAL RANGED WEAPON,6
16/12/2019,MARTIAL RANGED WEAPON,6
16/12/2020,MARTIAL RANGED WEAPON,6
16/12/2021,MARTIAL RANGED WEAPON,10
16/12/2022,MARTIAL RANGED WEAPON,6
16/12/2023,MARTIAL RANGED WEAPON,2
17/01/2019,MARTIAL RANGED WEAPON,8
17/01/2020,MARTIAL RANGED WEAPON,5
17/01/2021,MARTIAL RANGED WEAPON,15
17/01/2022,MARTIAL RANGED WEAPON,12
17/01/2023,MARTIAL RANGED WEAPON,3
17/02/2019,MARTIAL RANGED WEAPON,9
17/02/2020,MARTIAL RANGED WEAPON,7
17/02/2021,MARTIAL RANGED WEAPON,5
17/02/2022,MARTIAL RANGED WEAPON,9
17/02/2023,MARTIAL RANGED WEAPON,11
17/03/2019,MARTIAL RANGED WEAPON,11
17/03/2020,MARTIAL RANGED WEAPON,6
17/03/2021,MARTIAL RANGED WEAPON,7
17/03/2022,MARTIAL RANGED WEAPON,11
17/03/2023,MARTIAL RANGED WEAPON,4
17/04/2019,MARTIAL RANGED WEAPON,8
17/04/2020,MARTIAL RANGED WEAPON,15
17/04/2021,MARTIAL RANGED WEAPON,7
17/04/2022,MARTIAL RANGED WEAPON,3
17/04/2023,MARTIAL RANGED WEAPON,11
17/05/2019,MARTIAL RANGED WEAPON,7
17/05/2020,MARTIAL RANGED WEAPON,4
17/05/2021,MARTIAL RANGED WEAPON,11
17/05/2022,MARTIAL RANGED WEAPON,6
17/05/2023,MARTIAL RANGED WEAPON,8
17/06/2019,MARTIAL RANGED WEAPON,9
17/06/2020,MARTIAL RANGED WEAPON,8
17/06/2021,MARTIAL RANGED WEAPON,7
17/06/2022,MARTIAL RANGED WEAPON,7
17/06/2023,MARTIAL RANGED WEAPON,8
17/07/2019,MARTIAL RANGED WEAPON,16
17/07/2020,MARTIAL RANGED WEAPON,6
17/07/2021,MARTIAL RANGED WEAPON,5
17/07/2022,MARTIAL RANGED WEAPON,20
17/07/2023,MARTIAL RANGED WEAPON,6
17/08/2019,MARTIAL RANGED WEAPON,5
17/08/2020,MARTIAL RANGED WEAPON,7
17/08/2021,MARTIAL RANGED WEAPON,3
17/08/2022,MARTIAL RANGED WEAPON,12
17/08/2023,MARTIAL RANGED WEAPON,9
17/09/2019,MARTIAL RANGED WEAPON,5
17/09/2020,MARTIAL RANGED WEAPON,6
17/09/2021,MARTIAL RANGED WEAPON,2
17/09/2022,MARTIAL RANGED WEAPON,10
17/09/2023,MARTIAL RANGED WEAPON,6
17/10/2019,MARTIAL RANGED WEAPON,7
17/10/2020,MARTIAL RANGED WEAPON,7
17/10/2021,MARTIAL RANGED WEAPON,5
17/10/2022,MARTIAL RANGED WEAPON,6
17/10/2023,MARTIAL RANGED WEAPON,10
17/11/2019,MARTIAL RANGED WEAPON,2
17/11/2020,MARTIAL RANGED WEAPON,8
17/11/2021,MARTIAL RANGED WEAPON,5
17/11/2022,MARTIAL RANGED WEAPON,10
17/11/2023,MARTIAL RANGED WEAPON,6
17/12/2019,MARTIAL RANGED WEAPON,8
17/12/2020,MARTIAL RANGED WEAPON,8
17/12/2021,MARTIAL RANGED WEAPON,12
17/12/2022,MARTIAL RANGED WEAPON,17
17/12/2023,MARTIAL RANGED WEAPON,4
18/01/2019,MARTIAL RANGED WEAPON,4
18/01/2020,MARTIAL RANGED WEAPON,7
18/01/2021,MARTIAL RANGED WEAPON,11
18/01/2022,MARTIAL RANGED WEAPON,12
18/01/2023,MARTIAL RANGED WEAPON,12
18/02/2019,MARTIAL RANGED WEAPON,10
18/02/2020,MARTIAL RANGED WEAPON,4
18/02/2021,MARTIAL RANGED WEAPON,9
18/02/2022,MARTIAL RANGED WEAPON,15
18/02/2023,MARTIAL RANGED WEAPON,9
18/03/2019,MARTIAL RANGED WEAPON,10
18/03/2020,MARTIAL RANGED WEAPON,5
18/03/2021,MARTIAL RANGED WEAPON,10
18/03/2022,MARTIAL RANGED WEAPON,7
18/03/2023,MARTIAL RANGED WEAPON,8
18/04/2019,MARTIAL RANGED WEAPON,5
18/04/2020,MARTIAL RANGED WEAPON,10
18/04/2021,MARTIAL RANGED WEAPON,2
18/04/2022,MARTIAL RANGED WEAPON,4
18/04/2023,MARTIAL RANGED WEAPON,6
18/05/2019,MARTIAL RANGED WEAPON,13
18/05/2020,MARTIAL RANGED WEAPON,10
18/05/2021,MARTIAL RANGED WEAPON,2
18/05/2022,MARTIAL RANGED WEAPON,7
18/05/2023,MARTIAL RANGED WEAPON,8
18/06/2019,MARTIAL RANGED WEAPON,8
18/06/2020,MARTIAL RANGED WEAPON,7
18/06/2021,MARTIAL RANGED WEAPON,3
18/06/2022,MARTIAL RANGED WEAPON,5
18/06/2023,MARTIAL RANGED WEAPON,6
18/07/2019,MARTIAL RANGED WEAPON,2
18/07/2020,MARTIAL RANGED WEAPON,8
18/07/2021,MARTIAL RANGED WEAPON,7
18/07/2022,MARTIAL RANGED WEAPON,6
18/07/2023,MARTIAL RANGED WEAPON,9
18/08/2019,MARTIAL RANGED WEAPON,7
18/08/2020,MARTIAL RANGED WEAPON,5
18/08/2021,MARTIAL RANGED WEAPON,3
18/08/2022,MARTIAL RANGED WEAPON,16
18/08/2023,MARTIAL RANGED WEAPON,10
18/09/2019,MARTIAL RANGED WEAPON,10
18/09/2020,MARTIAL RANGED WEAPON,14
18/09/2021,MARTIAL RANGED WEAPON,3
18/09/2022,MARTIAL RANGED WEAPON,9
18/09/2023,MARTIAL RANGED WEAPON,13
18/10/2019,MARTIAL RANGED WEAPON,9
18/10/2020,MARTIAL RANGED WEAPON,6
18/10/2021,MARTIAL RANGED WEAPON,2
18/10/2022,MARTIAL RANGED WEAPON,3
18/10/2023,MARTIAL RANGED WEAPON,9
18/11/2019,MARTIAL RANGED WEAPON,6
18/11/2020,MARTIAL RANGED WEAPON,13
18/11/2021,MARTIAL RANGED WEAPON,7
18/11/2022,MARTIAL RANGED WEAPON,7
18/11/2023,MARTIAL RANGED WEAPON,4
18/12/2019,MARTIAL RANGED WEAPON,7
18/12/2020,MARTIAL RANGED WEAPON,5
18/12/2021,MARTIAL RANGED WEAPON,9
18/12/2022,MARTIAL RANGED WEAPON,7
18/12/2023,MARTIAL RANGED WEAPON,5
19/01/2019,MARTIAL RANGED WEAPON,5
19/01/2020,MARTIAL RANGED WEAPON,3
19/01/2021,MARTIAL RANGED WEAPON,6
19/01/2022,MARTIAL RANGED WEAPON,11
19/01/2023,MARTIAL RANGED WEAPON,8
19/02/2019,MARTIAL RANGED WEAPON,10
19/02/2020,MARTIAL RANGED WEAPON,9
19/02/2021,MARTIAL RANGED WEAPON,8
19/02/2022,MARTIAL RANGED WEAPON,11
19/02/2023,MARTIAL RANGED WEAPON,8
19/03/2019,MARTIAL RANGED WEAPON,8
19/03/2020,MARTIAL RANGED WEAPON,8
19/03/2021,MARTIAL RANGED WEAPON,6
19/03/2022,MARTIAL RANGED WEAPON,16
19/03/2023,MARTIAL RANGED WEAPON,16
19/04/2019,MARTIAL RANGED WEAPON,10
19/04/2020,MARTIAL RANGED WEAPON,7
19/04/2021,MARTIAL RANGED WEAPON,7
19/04/2022,MARTIAL RANGED WEAPON,17
19/04/2023,MARTIAL RANGED WEAPON,6
19/05/2019,MARTIAL RANGED WEAPON,9
19/05/2020,MARTIAL RANGED WEAPON,5
19/05/2021,MARTIAL RANGED WEAPON,7
19/05/2022,MARTIAL RANGED WEAPON,17
19/05/2023,MARTIAL RANGED WEAPON,6
19/06/2019,MARTIAL RANGED WEAPON,5
19/06/2020,MARTIAL RANGED WEAPON,8
19/06/2021,MARTIAL RANGED WEAPON,5
19/06/2022,MARTIAL RANGED WEAPON,16
19/06/2023,MARTIAL RANGED WEAPON,8
19/07/2019,MARTIAL RANGED WEAPON,9
19/07/2020,MARTIAL RANGED WEAPON,8
19/07/2021,MARTIAL RANGED WEAPON,3
19/07/2022,MARTIAL RANGED WEAPON,6
19/07/2023,MARTIAL RANGED WEAPON,9
19/08/2019,MARTIAL RANGED WEAPON,7
19/08/2020,MARTIAL RANGED WEAPON,8
19/08/2022,MARTIAL RANGED WEAPON,8
19/08/2023,MARTIAL RANGED WEAPON,2
19/09/2019,MARTIAL RANGED WEAPON,9
19/09/2020,MARTIAL RANGED WEAPON,10
19/09/2021,MARTIAL RANGED WEAPON,3
19/09/2022,MARTIAL RANGED WEAPON,7
19/09/2023,MARTIAL RANGED WEAPON,5
19/10/2019,MARTIAL RANGED WEAPON,8
19/10/2020,MARTIAL RANGED WEAPON,5
19/10/2021,MARTIAL RANGED WEAPON,2
19/10/2022,MARTIAL RANGED WEAPON,4
19/10/2023,MARTIAL RANGED WEAPON,8
19/11/2019,MARTIAL RANGED WEAPON,9
19/11/2020,MARTIAL RANGED WEAPON,9
19/11/2021,MARTIAL RANGED WEAPON,7
19/11/2022,MARTIAL RANGED WEAPON,4
19/11/2023,MARTIAL RANGED WEAPON,4
19/12/2019,MARTIAL RANGED WEAPON,14
19/12/2020,MARTIAL RANGED WEAPON,7
19/12/2021,MARTIAL RANGED WEAPON,13
19/12/2022,MARTIAL RANGED WEAPON,10
19/12/2023,MARTIAL RANGED WEAPON,3
20/01/2019,MARTIAL RANGED WEAPON,4
20/01/2020,MARTIAL RANGED WEAPON,10
20/01/2021,MARTIAL RANGED WEAPON,3
20/01/2022,MARTIAL RANGED WEAPON,6
20/01/2023,MARTIAL RANGED WEAPON,15
20/02/2019,MARTIAL RANGED WEAPON,8
20/02/2020,MARTIAL RANGED WEAPON,7
20/02/2021,MARTIAL RANGED WEAPON,4
20/02/2022,MARTIAL RANGED WEAPON,4
20/02/2023,MARTIAL RANGED WEAPON,3
20/03/2019,MARTIAL RANGED WEAPON,8
20/03/2020,MARTIAL RANGED WEAPON,11
20/03/2021,MARTIAL RANGED WEAPON,9
20/03/2022,MARTIAL RANGED WEAPON,18
20/03/2023,MARTIAL RANGED WEAPON,7
20/04/2019,MARTIAL RANGED WEAPON,8
20/04/2020,MARTIAL RANGED WEAPON,3
20/04/2021,MARTIAL RANGED WEAPON,5
20/04/2022,MARTIAL RANGED WEAPON,11
20/04/2023,MARTIAL RANGED WEAPON,6
20/05/2019,MARTIAL RANGED WEAPON,5
20/05/2020,MARTIAL RANGED WEAPON,6
20/05/2021,MARTIAL RANGED WEAPON,5
20/05/2022,MARTIAL RANGED WEAPON,19
20/05/2023,MARTIAL RANGED WEAPON,9
20/06/2019,MARTIAL RANGED WEAPON,8
20/06/2020,MARTIAL RANGED WEAPON,10
20/06/2021,MARTIAL RANGED WEAPON,3
20/06/2022,MARTIAL RANGED WEAPON,9
20/06/2023,MARTIAL RANGED WEAPON,3
20/07/2019,MARTIAL RANGED WEAPON,13
20/07/2020,MARTIAL RANGED WEAPON,6
20/07/2021,MARTIAL RANGED WEAPON,4
20/07/2022,MARTIAL RANGED WEAPON,9
20/07/2023,MARTIAL RANGED WEAPON,13
20/08/2019,MARTIAL RANGED WEAPON,12
20/08/2020,MARTIAL RANGED WEAPON,4
