Nation,OrderDate,AverageDeliveryTime
Halruaa,24/08/2021,8.4
Halruaa,25/08/2021,53.33333333
Halruaa,26/08/2021,30
Halruaa,27/08/2021,60.6
Halruaa,28/08/2021,72.5
Halruaa,29/08/2021,31.4
Halruaa,30/08/2021,68
Halruaa,31/08/2021,34.54545455
Halruaa,01/09/2021,36.83333333
Halruaa,02/09/2021,21
Halruaa,03/09/2021,45.44444444
Halruaa,04/09/2021,28.75
Halruaa,05/09/2021,26.8
Halruaa,06/09/2021,23.66666667
Halruaa,07/09/2021,63.5
Halruaa,08/09/2021,28.8
Halruaa,09/09/2021,38.625
Halruaa,10/09/2021,46.25
Halruaa,11/09/2021,43.33333333
Halruaa,12/09/2021,32
Halruaa,13/09/2021,37.875
Halruaa,14/09/2021,24.25
Halruaa,15/09/2021,29.5
Halruaa,16/09/2021,35.2
Halruaa,17/09/2021,28.4
Halruaa,18/09/2021,35
Halruaa,19/09/2021,23.66666667
Halruaa,20/09/2021,7
Halruaa,21/09/2021,29.5
Halruaa,22/09/2021,44
Halruaa,23/09/2021,13.75
Halruaa,24/09/2021,38.66666667
Halruaa,25/09/2021,8
Halruaa,26/09/2021,14.57142857
Halruaa,27/09/2021,15.25
Halruaa,28/09/2021,20
Halruaa,29/09/2021,25.66666667
Halruaa,30/09/2021,13.4
Halruaa,01/10/2021,13.6
Halruaa,02/10/2021,29
Halruaa,03/10/2021,4.333333333
Halruaa,04/10/2021,6
Halruaa,05/10/2021,17.2
Halruaa,06/10/2021,13.28571429
Halruaa,07/10/2021,18.875
Halruaa,08/10/2021,29.25
Halruaa,09/10/2021,19.3
Halruaa,10/10/2021,7.75
Halruaa,11/10/2021,6.571428571
Halruaa,12/10/2021,29
Halruaa,13/10/2021,15.6
Halruaa,14/10/2021,17.6
Halruaa,15/10/2021,19.5
Halruaa,16/10/2021,12.8
Halruaa,17/10/2021,13
Halruaa,18/10/2021,15
Halruaa,19/10/2021,7.2
Halruaa,20/10/2021,11.2
Halruaa,21/10/2021,9.25
Halruaa,22/10/2021,10.2
Halruaa,23/10/2021,14.33333333
Halruaa,24/10/2021,11.28571429
Halruaa,25/10/2021,14.5
Halruaa,26/10/2021,8.875
Halruaa,27/10/2021,8
Halruaa,28/10/2021,5.5
Halruaa,29/10/2021,7
Halruaa,30/10/2021,7
Halruaa,31/10/2021,5
Halruaa,01/11/2021,8.4
Halruaa,02/11/2021,6.333333333
Halruaa,03/11/2021,5.555555556
Halruaa,04/11/2021,7.714285714
Halruaa,05/11/2021,9
Halruaa,06/11/2021,8.333333333
Halruaa,07/11/2021,6
Halruaa,08/11/2021,9.8
Halruaa,09/11/2021,7
Halruaa,10/11/2021,4.5
Halruaa,11/11/2021,7.833333333
Halruaa,12/11/2021,9.166666667
Halruaa,13/11/2021,4.333333333
Halruaa,14/11/2021,6.125
Halruaa,15/11/2021,10.66666667
Halruaa,16/11/2021,6.9
Halruaa,17/11/2021,4.4
Halruaa,18/11/2021,7
Halruaa,19/11/2021,7.5
Halruaa,20/11/2021,10.5
Halruaa,21/11/2021,4.75
Halruaa,22/11/2021,12
Halruaa,23/11/2021,5.444444444
Halruaa,24/11/2021,5.8
Halruaa,25/11/2021,7.2
Halruaa,26/11/2021,6.2
Halruaa,27/11/2021,9.4
Halruaa,28/11/2021,6.75
Halruaa,29/11/2021,5.9
Halruaa,30/11/2021,5
Halruaa,01/12/2021,7.5
Halruaa,02/12/2021,9.285714286
Halruaa,03/12/2021,9.666666667
Halruaa,04/12/2021,7
Halruaa,05/12/2021,9
Halruaa,06/12/2021,7.666666667
Halruaa,07/12/2021,8.5
Halruaa,08/12/2021,4.222222222
Halruaa,09/12/2021,8
Halruaa,10/12/2021,5.666666667
Halruaa,11/12/2021,10.25
Halruaa,12/12/2021,5.428571429
Halruaa,13/12/2021,4.333333333
Halruaa,14/12/2021,13
Halruaa,15/12/2021,8
Halruaa,16/12/2021,14
Halruaa,17/12/2021,6
Halruaa,18/12/2021,5
Halruaa,19/12/2021,7.5
Halruaa,20/12/2021,7
Halruaa,21/12/2021,9.5
Halruaa,22/12/2021,7.8
Halruaa,23/12/2021,5.4
Halruaa,24/12/2021,7.25
Halruaa,25/12/2021,6.875
Halruaa,26/12/2021,8
Halruaa,27/12/2021,8.285714286
Halruaa,28/12/2021,4.8
Halruaa,29/12/2021,6.428571429
Halruaa,30/12/2021,6.8
Halruaa,31/12/2021,10.5
Halruaa,01/01/2022,6.111111111
Halruaa,02/01/2022,8.375
Halruaa,03/01/2022,10
Halruaa,04/01/2022,7.2
Halruaa,05/01/2022,7.2
Halruaa,06/01/2022,8.666666667
Halruaa,07/01/2022,8.25
Halruaa,08/01/2022,7
Halruaa,09/01/2022,6.666666667
Halruaa,10/01/2022,3.333333333
Halruaa,11/01/2022,6.272727273
Halruaa,12/01/2022,7.285714286
Halruaa,13/01/2022,6.75
Halruaa,14/01/2022,7.777777778
Halruaa,15/01/2022,9
Halruaa,16/01/2022,6.375
Halruaa,17/01/2022,5.25
Halruaa,18/01/2022,6.142857143
Halruaa,19/01/2022,6
Halruaa,20/01/2022,7
Halruaa,21/01/2022,4.5
Halruaa,22/01/2022,7
Halruaa,23/01/2022,7.666666667
Halruaa,24/01/2022,4.75
Halruaa,25/01/2022,3
Halruaa,26/01/2022,5.285714286
Halruaa,27/01/2022,3.333333333
Halruaa,28/01/2022,6.571428571
Halruaa,29/01/2022,6
Halruaa,30/01/2022,11
Halruaa,31/01/2022,6.5
Halruaa,01/02/2022,4
Halruaa,02/02/2022,7.333333333
Halruaa,03/02/2022,6
Halruaa,04/02/2022,5.285714286
Halruaa,05/02/2022,6.777777778
Halruaa,06/02/2022,12.75
Halruaa,07/02/2022,4.428571429
Halruaa,08/02/2022,5.25
Halruaa,09/02/2022,7.625
Halruaa,10/02/2022,9
Halruaa,11/02/2022,10.71428571
Halruaa,12/02/2022,7.666666667
Halruaa,13/02/2022,4.666666667
Halruaa,14/02/2022,4.75
Halruaa,15/02/2022,6.142857143
Halruaa,16/02/2022,6.333333333
Halruaa,17/02/2022,10
Halruaa,18/02/2022,7.714285714
Halruaa,19/02/2022,6.714285714
Halruaa,20/02/2022,5
Halruaa,21/02/2022,10.25
Halruaa,22/02/2022,9
Halruaa,23/02/2022,6.5
Halruaa,24/02/2022,4.2
Halruaa,25/02/2022,4
Halruaa,26/02/2022,8.666666667
Halruaa,27/02/2022,3.625
Halruaa,28/02/2022,3
Halruaa,01/03/2022,2
Halruaa,02/03/2022,6
Halruaa,03/03/2022,10
Halruaa,04/03/2022,5.333333333
Halruaa,05/03/2022,1.5
Halruaa,06/03/2022,3.75
Halruaa,07/03/2022,8.857142857
Halruaa,08/03/2022,8.666666667
Halruaa,09/03/2022,5
Halruaa,10/03/2022,6.333333333
Halruaa,11/03/2022,7.4
Halruaa,12/03/2022,9.833333333
Halruaa,13/03/2022,5.4
Halruaa,14/03/2022,4.555555556
Halruaa,15/03/2022,7.2
Halruaa,16/03/2022,6.4
Halruaa,17/03/2022,7.4
Halruaa,18/03/2022,7
Halruaa,19/03/2022,5.4
Halruaa,20/03/2022,7
Halruaa,21/03/2022,8.333333333
Halruaa,22/03/2022,6.5
Halruaa,23/03/2022,4.857142857
Halruaa,24/03/2022,0.5
Halruaa,25/03/2022,5.166666667
Halruaa,26/03/2022,7.125
Halruaa,27/03/2022,7.5
Halruaa,28/03/2022,5
Halruaa,29/03/2022,11
Halruaa,30/03/2022,5.090909091
Halruaa,31/03/2022,5.833333333
Halruaa,01/04/2022,10
Halruaa,02/04/2022,10.6
Halruaa,03/04/2022,7
Halruaa,04/04/2022,11
Halruaa,05/04/2022,6.75
Halruaa,06/04/2022,7
Halruaa,07/04/2022,5.571428571
Halruaa,08/04/2022,8.75
Halruaa,09/04/2022,7.428571429
Halruaa,10/04/2022,6.5
Halruaa,11/04/2022,9.5
Halruaa,12/04/2022,5
Halruaa,13/04/2022,8
Halruaa,14/04/2022,7.75
Halruaa,15/04/2022,5
Halruaa,16/04/2022,7.333333333
Halruaa,17/04/2022,8.5
Halruaa,18/04/2022,6.666666667
Halruaa,19/04/2022,4.625
Halruaa,20/04/2022,6.666666667
Halruaa,21/04/2022,7.4
Halruaa,22/04/2022,6
Halruaa,23/04/2022,7.6
Halruaa,24/04/2022,8.666666667
Halruaa,25/04/2022,7.5
Halruaa,26/04/2022,6.4
Halruaa,27/04/2022,4.333333333
Halruaa,28/04/2022,5.666666667
Halruaa,29/04/2022,5.285714286
Halruaa,30/04/2022,5.666666667
Halruaa,01/05/2022,2.5
Halruaa,02/05/2022,7.8
Halruaa,03/05/2022,7.428571429
Halruaa,04/05/2022,5.666666667
Halruaa,05/05/2022,6.8
Halruaa,06/05/2022,7
Halruaa,07/05/2022,6.666666667
Halruaa,08/05/2022,7.25
Halruaa,09/05/2022,5.75
Halruaa,10/05/2022,3
Halruaa,11/05/2022,4.25
Halruaa,12/05/2022,11
Halruaa,13/05/2022,8.6
Halruaa,14/05/2022,4.5
Halruaa,15/05/2022,3.666666667
Halruaa,16/05/2022,6.125
Halruaa,17/05/2022,2.5
Halruaa,18/05/2022,8.222222222
Halruaa,19/05/2022,3.333333333
Halruaa,20/05/2022,4
Halruaa,21/05/2022,10
Halruaa,22/05/2022,8.5
Halruaa,23/05/2022,8
Halruaa,24/05/2022,3
Halruaa,25/05/2022,4.2
Halruaa,26/05/2022,8.5
Halruaa,27/05/2022,4
Halruaa,28/05/2022,3.6
Halruaa,29/05/2022,5
Halruaa,30/05/2022,3
Halruaa,31/05/2022,10
Halruaa,01/06/2022,7.666666667
Halruaa,02/06/2022,6
Halruaa,03/06/2022,7
Halruaa,04/06/2022,7.714285714
Halruaa,05/06/2022,7.25
Halruaa,06/06/2022,8
Halruaa,07/06/2022,7.615384615
Halruaa,08/06/2022,6
Halruaa,09/06/2022,6
Halruaa,10/06/2022,6.333333333
Halruaa,11/06/2022,5.833333333
Halruaa,12/06/2022,7.625
Halruaa,13/06/2022,8.333333333
Halruaa,14/06/2022,11.5
Halruaa,15/06/2022,7
Halruaa,16/06/2022,6.285714286
Halruaa,17/06/2022,8.125
Halruaa,18/06/2022,14
Halruaa,19/06/2022,0.5
Halruaa,20/06/2022,8.5
Halruaa,21/06/2022,6.2
Halruaa,22/06/2022,7.666666667
Halruaa,23/06/2022,6
Halruaa,24/06/2022,8.25
Halruaa,25/06/2022,7
Halruaa,26/06/2022,7.25
Halruaa,27/06/2022,9
Halruaa,28/06/2022,7
Halruaa,29/06/2022,6.2
Halruaa,30/06/2022,3.6
Halruaa,01/07/2022,4.333333333
Halruaa,02/07/2022,8.4
Halruaa,03/07/2022,7
Halruaa,04/07/2022,8
Halruaa,05/07/2022,6.5
Halruaa,06/07/2022,7
Halruaa,07/07/2022,6.833333333
Halruaa,08/07/2022,5.25
Halruaa,09/07/2022,11
Halruaa,10/07/2022,7
Halruaa,11/07/2022,3.333333333
Halruaa,12/07/2022,5
Halruaa,13/07/2022,8.6
Halruaa,14/07/2022,5
Halruaa,15/07/2022,5.75
Halruaa,16/07/2022,8
Halruaa,17/07/2022,5
Halruaa,18/07/2022,6
Halruaa,19/07/2022,8.25
Halruaa,20/07/2022,8.25
Halruaa,21/07/2022,5.222222222
Halruaa,22/07/2022,8.25
Halruaa,23/07/2022,4.8
Halruaa,24/07/2022,4.75
Halruaa,25/07/2022,6
Halruaa,26/07/2022,4
Halruaa,27/07/2022,5.666666667
Halruaa,28/07/2022,7
Halruaa,29/07/2022,7.5
Halruaa,30/07/2022,6.5
Halruaa,31/07/2022,5.428571429
Halruaa,01/08/2022,8.25
Halruaa,02/08/2022,6.714285714
Halruaa,03/08/2022,8.5
Halruaa,04/08/2022,10.57142857
Halruaa,05/08/2022,8
Halruaa,06/08/2022,9.25
Halruaa,07/08/2022,5.833333333
Halruaa,08/08/2022,6.25
Halruaa,09/08/2022,5
Halruaa,10/08/2022,7.428571429
Halruaa,11/08/2022,6.833333333
Halruaa,12/08/2022,7.333333333
Halruaa,13/08/2022,8.333333333
Halruaa,14/08/2022,5.8
Halruaa,15/08/2022,8.666666667
Halruaa,17/08/2022,10.2
Halruaa,18/08/2022,9
Halruaa,19/08/2022,7.181818182
Halruaa,20/08/2022,9
Halruaa,21/08/2022,5
Halruaa,22/08/2022,6.8
Halruaa,23/08/2022,3.625
Halruaa,24/08/2022,6.333333333
Halruaa,25/08/2022,10.66666667
Halruaa,26/08/2022,3.333333333
Halruaa,27/08/2022,9.333333333
Halruaa,28/08/2022,8.857142857
Halruaa,29/08/2022,9.25
Halruaa,30/08/2022,4.666666667
Halruaa,31/08/2022,2
Halruaa,01/09/2022,7.125
Halruaa,02/09/2022,5.5
Halruaa,03/09/2022,7
Halruaa,04/09/2022,6.5
Halruaa,05/09/2022,9.5
Halruaa,06/09/2022,6.4
Halruaa,07/09/2022,5.4
Halruaa,08/09/2022,6
Halruaa,09/09/2022,12
Halruaa,10/09/2022,9.166666667
Halruaa,11/09/2022,10.16666667
Halruaa,12/09/2022,8
Halruaa,13/09/2022,9
Halruaa,14/09/2022,3
Halruaa,15/09/2022,3
Halruaa,16/09/2022,4.75
Halruaa,17/09/2022,9.571428571
Halruaa,18/09/2022,3.333333333
Halruaa,19/09/2022,9.333333333
Halruaa,20/09/2022,7.25
Halruaa,21/09/2022,6.5
Halruaa,22/09/2022,1.166666667
Halruaa,23/09/2022,7.833333333
Halruaa,24/09/2022,11
Halruaa,25/09/2022,9.857142857
Halruaa,26/09/2022,7
Halruaa,27/09/2022,8.8
Halruaa,28/09/2022,8
Halruaa,29/09/2022,8
Halruaa,30/09/2022,7.25
Halruaa,01/10/2022,6.375
Halruaa,02/10/2022,8.75
Halruaa,03/10/2022,4.4
Halruaa,04/10/2022,9
Halruaa,05/10/2022,5.4
Halruaa,06/10/2022,8.142857143
Halruaa,07/10/2022,9
Halruaa,08/10/2022,6.833333333
Halruaa,09/10/2022,6
Halruaa,10/10/2022,6.888888889
Halruaa,11/10/2022,9
Halruaa,12/10/2022,6
Halruaa,13/10/2022,9.6
Halruaa,14/10/2022,6.875
Halruaa,15/10/2022,8.666666667
Halruaa,16/10/2022,8.75
Halruaa,17/10/2022,7
Halruaa,18/10/2022,4.666666667
Halruaa,19/10/2022,8.6
Halruaa,20/10/2022,5.8
Halruaa,21/10/2022,6
Halruaa,22/10/2022,6
Halruaa,23/10/2022,2.857142857
Halruaa,24/10/2022,9.333333333
Halruaa,25/10/2022,8.5
Halruaa,26/10/2022,7
Halruaa,27/10/2022,7.5
Halruaa,28/10/2022,4.5
Halruaa,29/10/2022,6.428571429
Halruaa,30/10/2022,9.222222222
Halruaa,31/10/2022,6.666666667
Halruaa,01/11/2022,4
Halruaa,02/11/2022,8.444444444
Halruaa,03/11/2022,6
Halruaa,04/11/2022,9.5
Halruaa,05/11/2022,5.6
Halruaa,06/11/2022,4.5
Halruaa,07/11/2022,8.875
Halruaa,08/11/2022,4.5
Halruaa,09/11/2022,6.75
Halruaa,10/11/2022,10
Halruaa,11/11/2022,7.428571429
Halruaa,12/11/2022,4
Halruaa,13/11/2022,7.571428571
Halruaa,14/11/2022,5.125
Halruaa,15/11/2022,6.333333333
Halruaa,16/11/2022,8
Halruaa,17/11/2022,7.8
Halruaa,18/11/2022,6
Halruaa,19/11/2022,8
Halruaa,20/11/2022,5.833333333
Halruaa,21/11/2022,6.666666667
Halruaa,22/11/2022,4.333333333
Halruaa,23/11/2022,6.6
Halruaa,24/11/2022,8
Halruaa,25/11/2022,13
Halruaa,26/11/2022,8.428571429
Halruaa,27/11/2022,9
Halruaa,28/11/2022,10.25
Halruaa,29/11/2022,10.33333333
Halruaa,30/11/2022,8.75
Halruaa,01/12/2022,7.333333333
Halruaa,02/12/2022,8.166666667
Halruaa,03/12/2022,7
Halruaa,04/12/2022,6.25
Halruaa,05/12/2022,5.166666667
Halruaa,06/12/2022,4.25
Halruaa,07/12/2022,1
Halruaa,08/12/2022,4.4
Halruaa,09/12/2022,8.875
Halruaa,10/12/2022,6.8
Halruaa,11/12/2022,7
Halruaa,12/12/2022,8.142857143
Halruaa,13/12/2022,8.25
Halruaa,14/12/2022,6.666666667
Halruaa,15/12/2022,4.333333333
Halruaa,16/12/2022,6.8
Halruaa,17/12/2022,10.25
Halruaa,18/12/2022,7
Halruaa,19/12/2022,6
Halruaa,20/12/2022,8.285714286
Halruaa,21/12/2022,7
Halruaa,22/12/2022,7.2
Halruaa,23/12/2022,7.5
Halruaa,24/12/2022,5.5
Halruaa,25/12/2022,9
Halruaa,26/12/2022,6.5
Halruaa,27/12/2022,3.5
Halruaa,28/12/2022,6
Halruaa,29/12/2022,8.428571429
Halruaa,30/12/2022,6.166666667
Halruaa,31/12/2022,8
Halruaa,01/01/2023,7.333333333
Halruaa,02/01/2023,8.75
Halruaa,03/01/2023,5.166666667
Halruaa,04/01/2023,4
Halruaa,05/01/2023,7
Halruaa,06/01/2023,9.6
Halruaa,07/01/2023,4.333333333
Halruaa,08/01/2023,6
Halruaa,09/01/2023,6.285714286
Halruaa,10/01/2023,8
Halruaa,11/01/2023,5.666666667
Halruaa,12/01/2023,7.857142857
Halruaa,13/01/2023,5.6
Halruaa,14/01/2023,5.777777778
Halruaa,15/01/2023,1.666666667
Halruaa,16/01/2023,7
Halruaa,17/01/2023,4.714285714
Halruaa,18/01/2023,10.16666667
Halruaa,19/01/2023,0
Halruaa,20/01/2023,10.5
Halruaa,21/01/2023,5.166666667
Halruaa,22/01/2023,7.111111111
Halruaa,23/01/2023,8.714285714
Halruaa,24/01/2023,5.375
Halruaa,25/01/2023,9
Halruaa,26/01/2023,6.666666667
Halruaa,27/01/2023,6.375
Halruaa,28/01/2023,10.25
Halruaa,29/01/2023,10
Halruaa,30/01/2023,4.666666667
Halruaa,31/01/2023,7.5
Halruaa,01/02/2023,9
Halruaa,02/02/2023,5.5
Halruaa,03/02/2023,0.5
Halruaa,04/02/2023,8.75
Halruaa,05/02/2023,8.142857143
Halruaa,06/02/2023,8.6
Halruaa,07/02/2023,6.666666667
Halruaa,08/02/2023,8.5
Halruaa,09/02/2023,5.714285714
Halruaa,10/02/2023,8
Halruaa,11/02/2023,9
Halruaa,12/02/2023,7.666666667
Halruaa,13/02/2023,11.5
Halruaa,14/02/2023,6.6
Halruaa,15/02/2023,5.777777778
Halruaa,16/02/2023,4
Halruaa,17/02/2023,5
Halruaa,18/02/2023,8.4
Halruaa,19/02/2023,8.25
Halruaa,20/02/2023,9.142857143
Halruaa,21/02/2023,7.75
Halruaa,22/02/2023,7.5
Halruaa,23/02/2023,5.333333333
Halruaa,24/02/2023,13
Halruaa,25/02/2023,5.75
Halruaa,26/02/2023,13.25
Halruaa,27/02/2023,5.571428571
Halruaa,28/02/2023,6.333333333
Halruaa,01/03/2023,9.6
Halruaa,02/03/2023,5
Halruaa,03/03/2023,7.111111111
Halruaa,04/03/2023,4
Halruaa,05/03/2023,9.5
Halruaa,06/03/2023,7.6
Halruaa,07/03/2023,10.5
Halruaa,08/03/2023,8.857142857
Halruaa,09/03/2023,4.5
Halruaa,10/03/2023,6.333333333
Halruaa,11/03/2023,9.4
Halruaa,12/03/2023,5.333333333
Halruaa,13/03/2023,7.75
Halruaa,14/03/2023,11.5
Halruaa,15/03/2023,7.6
Halruaa,16/03/2023,11
Halruaa,17/03/2023,7.6
Halruaa,18/03/2023,7.75
Halruaa,19/03/2023,8.6
Halruaa,20/03/2023,6.5
Halruaa,21/03/2023,8
Halruaa,22/03/2023,3.142857143
Halruaa,23/03/2023,11.5
Halruaa,24/03/2023,7
Halruaa,25/03/2023,7.25
Halruaa,26/03/2023,7.25
Halruaa,27/03/2023,6
Halruaa,28/03/2023,6.571428571
Halruaa,29/03/2023,6.25
Halruaa,30/03/2023,5.5
Halruaa,31/03/2023,9
Halruaa,01/04/2023,1
Halruaa,02/04/2023,5.666666667
Halruaa,03/04/2023,5.25
Halruaa,04/04/2023,6.25
Halruaa,05/04/2023,4.625
Halruaa,06/04/2023,5.142857143
Halruaa,07/04/2023,4.666666667
Halruaa,08/04/2023,9.666666667
Halruaa,09/04/2023,8.5
Halruaa,10/04/2023,6.857142857
Halruaa,11/04/2023,6.333333333
Halruaa,12/04/2023,6.75
Halruaa,13/04/2023,6.4
Halruaa,14/04/2023,6.571428571
Halruaa,15/04/2023,7.2
Halruaa,16/04/2023,9.8
Halruaa,17/04/2023,4
Halruaa,18/04/2023,2
Halruaa,19/04/2023,6
Halruaa,20/04/2023,4.142857143
Halruaa,21/04/2023,6.75
Halruaa,22/04/2023,4.666666667
Halruaa,23/04/2023,6.25
Halruaa,24/04/2023,9.833333333
Halruaa,25/04/2023,10.33333333
Halruaa,26/04/2023,7
Halruaa,27/04/2023,10.5
Halruaa,28/04/2023,9
Halruaa,29/04/2023,5.636363636
Halruaa,30/04/2023,7.75
Halruaa,01/05/2023,0.5
Halruaa,02/05/2023,13
Halruaa,03/05/2023,8.25
Halruaa,04/05/2023,6.375
Halruaa,05/05/2023,8.625
Halruaa,06/05/2023,7.2
Halruaa,07/05/2023,9.8
Halruaa,08/05/2023,7.8
Halruaa,09/05/2023,9.333333333
Halruaa,10/05/2023,7
Halruaa,11/05/2023,3.166666667
Halruaa,12/05/2023,6.166666667
Halruaa,13/05/2023,8.666666667
Halruaa,14/05/2023,9.666666667
Halruaa,15/05/2023,7.6
Halruaa,16/05/2023,6.857142857
Halruaa,17/05/2023,7.2
Halruaa,18/05/2023,9.142857143
Halruaa,19/05/2023,5
Halruaa,20/05/2023,5.2
Halruaa,21/05/2023,6
Halruaa,22/05/2023,10
Halruaa,23/05/2023,8.571428571
Halruaa,24/05/2023,8.333333333
Halruaa,25/05/2023,6.9
Halruaa,26/05/2023,7.666666667
Halruaa,27/05/2023,4.833333333
Halruaa,28/05/2023,5.333333333
Halruaa,29/05/2023,10
Halruaa,30/05/2023,9.5
Halruaa,31/05/2023,4.666666667
Halruaa,01/06/2023,6
Halruaa,02/06/2023,7.666666667
Halruaa,03/06/2023,3
Halruaa,04/06/2023,8.111111111
Halruaa,05/06/2023,10
Halruaa,06/06/2023,7.25
Halruaa,07/06/2023,5
Halruaa,08/06/2023,3.333333333
Halruaa,09/06/2023,9.75
Halruaa,10/06/2023,11
Halruaa,11/06/2023,9.125
Halruaa,12/06/2023,5.857142857
Halruaa,13/06/2023,3.4
Halruaa,14/06/2023,6.75
Halruaa,15/06/2023,4
Halruaa,16/06/2023,4.666666667
Halruaa,17/06/2023,5
Halruaa,18/06/2023,9.8
Halruaa,19/06/2023,11
Halruaa,20/06/2023,6
Halruaa,21/06/2023,9
Halruaa,22/06/2023,8
Halruaa,23/06/2023,9.714285714
Halruaa,24/06/2023,6.833333333
Halruaa,25/06/2023,1
Halruaa,26/06/2023,8.5
Halruaa,27/06/2023,8.3
Halruaa,28/06/2023,6.5
Halruaa,29/06/2023,7
Halruaa,30/06/2023,6.6
Halruaa,01/07/2023,8.333333333
Halruaa,02/07/2023,6.5
Halruaa,03/07/2023,4.666666667
Halruaa,04/07/2023,7.666666667
Halruaa,05/07/2023,5.5
Halruaa,06/07/2023,6.285714286
Halruaa,07/07/2023,9.5
Halruaa,08/07/2023,3.5
Halruaa,09/07/2023,6.166666667
Halruaa,10/07/2023,7.857142857
Halruaa,11/07/2023,7.5
Halruaa,12/07/2023,4.714285714
Halruaa,13/07/2023,7.666666667
Halruaa,14/07/2023,1.5
Halruaa,15/07/2023,8.428571429
Halruaa,16/07/2023,6.111111111
Halruaa,17/07/2023,9
Halruaa,18/07/2023,10.33333333
Halruaa,19/07/2023,6
Halruaa,20/07/2023,6.333333333
Halruaa,21/07/2023,7
Halruaa,22/07/2023,6.75
Halruaa,23/07/2023,8.4
Halruaa,24/07/2023,7.25
Halruaa,25/07/2023,3.142857143
Halruaa,26/07/2023,5.142857143
Halruaa,27/07/2023,3.444444444
Halruaa,28/07/2023,12
Halruaa,29/07/2023,9
Halruaa,30/07/2023,6.75
Halruaa,31/07/2023,6.8
Halruaa,01/08/2023,8.6
Halruaa,02/08/2023,5.833333333
Halruaa,03/08/2023,6.857142857
Halruaa,04/08/2023,8.444444444
Halruaa,05/08/2023,11
Halruaa,06/08/2023,9.230769231
Halruaa,07/08/2023,7
Halruaa,08/08/2023,7.428571429
Halruaa,09/08/2023,4.75
Halruaa,10/08/2023,7.25
Halruaa,11/08/2023,7.333333333
Halruaa,12/08/2023,9.142857143
Halruaa,13/08/2023,4
Halruaa,14/08/2023,7.333333333
Halruaa,15/08/2023,8.285714286
Halruaa,16/08/2023,8
Halruaa,17/08/2023,4.8
Halruaa,18/08/2023,7.666666667
Halruaa,19/08/2023,4.5
Halruaa,20/08/2023,4.333333333
Halruaa,21/08/2023,4.833333333
Halruaa,22/08/2023,4
Halruaa,23/08/2023,9.714285714
Halruaa,24/08/2023,11.8
Halruaa,25/08/2023,8.142857143
Halruaa,26/08/2023,9.75
Halruaa,27/08/2023,6.714285714
Halruaa,28/08/2023,6.6
Halruaa,29/08/2023,6.666666667
Halruaa,30/08/2023,8.625
Halruaa,31/08/2023,6.6
Halruaa,01/09/2023,10.66666667
Halruaa,02/09/2023,7.333333333
Halruaa,03/09/2023,5.2
Halruaa,04/09/2023,6.625
Halruaa,05/09/2023,8.4
Halruaa,06/09/2023,3.428571429
Halruaa,07/09/2023,6
Halruaa,08/09/2023,6.888888889
Halruaa,09/09/2023,6.545454545
Halruaa,10/09/2023,2
Halruaa,11/09/2023,7.2
Halruaa,12/09/2023,7.5
Halruaa,13/09/2023,9
Halruaa,14/09/2023,4.5
Halruaa,15/09/2023,8.666666667
Halruaa,16/09/2023,7.333333333
Halruaa,17/09/2023,6.4
Halruaa,18/09/2023,9.714285714
Halruaa,19/09/2023,6.4
Halruaa,20/09/2023,7.8
Halruaa,21/09/2023,5.8
Halruaa,22/09/2023,8.625
Halruaa,23/09/2023,6.166666667
Halruaa,24/09/2023,9
Halruaa,25/09/2023,7.5
Halruaa,26/09/2023,5.2
Halruaa,27/09/2023,8.714285714
Halruaa,28/09/2023,7
Halruaa,29/09/2023,6.8
Halruaa,30/09/2023,5.428571429
Halruaa,01/10/2023,10.5
Halruaa,02/10/2023,2.75
Halruaa,03/10/2023,10
Halruaa,04/10/2023,8.75
Halruaa,05/10/2023,4.333333333
Halruaa,06/10/2023,10.8
Halruaa,07/10/2023,7
Halruaa,08/10/2023,6.857142857
Halruaa,09/10/2023,4.666666667
Halruaa,10/10/2023,5
Halruaa,11/10/2023,10
Halruaa,12/10/2023,5.666666667
Halruaa,13/10/2023,6.333333333
Halruaa,14/10/2023,7.333333333
Halruaa,15/10/2023,8
Halruaa,16/10/2023,5
Halruaa,17/10/2023,7
Halruaa,18/10/2023,7
Halruaa,19/10/2023,8
Halruaa,20/10/2023,10.75
Halruaa,21/10/2023,5
Halruaa,22/10/2023,6.5
Halruaa,23/10/2023,8
Halruaa,24/10/2023,6.888888889
Halruaa,25/10/2023,9.333333333
Halruaa,26/10/2023,9
Halruaa,27/10/2023,9.166666667
Halruaa,28/10/2023,5.428571429
Halruaa,29/10/2023,6
Halruaa,30/10/2023,9.8
Halruaa,31/10/2023,4.666666667
Halruaa,01/11/2023,7.666666667
Halruaa,02/11/2023,4.5
Halruaa,03/11/2023,8.4
Halruaa,04/11/2023,6.8
Halruaa,05/11/2023,10.66666667
Halruaa,06/11/2023,6
Halruaa,07/11/2023,3
Halruaa,08/11/2023,8.2
Halruaa,09/11/2023,6.222222222
Halruaa,10/11/2023,7.6
Halruaa,11/11/2023,10.16666667
Halruaa,12/11/2023,8.75
Halruaa,13/11/2023,10.4
Halruaa,14/11/2023,5.6
Halruaa,15/11/2023,9
Halruaa,16/11/2023,6.857142857
Halruaa,17/11/2023,9
Halruaa,18/11/2023,5.666666667
Halruaa,19/11/2023,9.25
